JMENO,POHLAVI,EKVIVALENC,PAD2,PAD3,PAD4,PAD5,PAD6,PAD7,CLOVEK,ELF,TRPASLIK,HOBIT,KUDUK,BARBAR,KROLL,VALECNIK,HRANICAR,ALCHYMISTA,KOUZELNIK,ZLODEJ
Adrexia,F,2021.0,Adrexie,Adrexie,Adrexiu,Adrexio,Adrexie,Adrexiou,1,1,1,0,0,1,0,1,1,1,1,1
Adrexie,F,2021.0,Adrexie,Adrexii,Adrexii,Adrexie,Adrexii,AdrexiĄ,1,1,1,0,0,1,0,1,1,1,1,1
Adria,F,2028.0,Adrie,Adrie,Adriu,Adrio,Adrie,Adriou,1,1,0,0,0,1,0,1,1,1,1,1
Adrian,M,1537.0,Adriana,Adrianovi,Adriana,Adriane,Adrianovi,Adrianem,1,0,0,1,1,1,0,1,1,1,1,1
Adri n,M,1537.0,Adri na,Adri novi,Adri na,Adri ne,Adri novi,Adri nem,1,0,0,1,1,1,0,1,1,1,1,1
Adriana,F,1538.0,Adriany,Adriane,Adrianu,Adriano,Adriane,Adrianou,1,0,0,1,1,1,0,1,1,1,1,1
Adriane,F,1538.0,Adriane,Adriane,Adriane,Adriane,Adriane,Adriane,1,0,0,0,0,1,0,1,1,1,1,1
Adrianna,F,1538.0,Adrianny,Adrianne,Adriannu,Adrianno,Adrianne,Adriannou,1,0,0,0,0,1,0,1,1,1,1,1
Adrianne,F,1538.0,Adrianne,Adrianne,Adrianne,Adrianne,Adrianne,Adrianne,1,0,0,0,0,1,0,1,1,1,1,1
Adriano,M,1537.0,Adriana,Adrianovi,Adriana,Adriano,Adrianovi,Adrianem,1,0,0,1,1,1,0,1,1,1,1,1
Adri no,M,1537.0,Adri na,Adri novi,Adri na,Adri no,Adri novi,Adri nem,1,0,0,1,1,1,0,1,1,1,1,1
Adrie,F,2028.0,Adrie,Adrii,Adrii,Adrie,Adrii,AdriĄ,1,1,0,0,0,1,0,1,1,1,1,1
Adrien,M,1537.0,Adriena,Adrienovi,Adriena,Adriene,Adrienovi,Adrienem,1,0,0,1,1,1,0,1,1,1,1,1
Adriena,F,1538.0,Adrieny,Adriene,Adrienu,Adrieno,Adriene,Adrienou,1,0,0,1,1,1,0,1,1,1,1,1
Adril,F,1539.0,Adril,Adril,Adril,Adril,Adril,Adril,1,1,0,0,0,1,0,1,1,1,1,1
Adril,M,,Adrila,Adrilovi,Adrila,Adrile,Adrilovi,Adrilem,1,1,1,1,1,1,1,1,1,1,1,1
Adrila,F,1539.0,Adrily,Adrile,Adrilu,Adrilo,Adrile,Adrilou,1,1,0,1,1,1,0,1,1,1,1,1
Adrilia,F,1539.0,Adrilie,Adrilie,Adriliu,Adrilio,Adrilie,Adriliou,1,1,0,0,0,0,0,1,1,1,1,1
Adrilie,F,1539.0,Adrilie,Adrilii,Adrilii,Adrilie,Adrilii,AdriliĄ,1,1,0,1,1,1,0,1,1,1,1,1
AdrĄlie,F,1539.0,AdrĄlie,AdrĄlii,AdrĄlii,AdrĄlie,AdrĄlii,AdrĄliĄ,1,1,0,1,1,1,0,1,1,1,1,1
Adrin,M,,Adrina,Adrinovi,Adrina,Adrine,Adrinovi,Adrinem,1,1,1,1,1,1,1,1,1,1,1,1
Adunahkar,M,1540.0,Adunahkara,Adunahkarovi,Adunahkara,Adunahkare,Adunahkarovi,Adunahkarem,0,1,0,0,0,0,0,1,1,1,1,1
AdŁnakhar,M,1540.0,AdŁnakhara,AdŁnakharovi,AdŁnakhara,AdŁnakhare,AdŁnakharovi,AdŁnakharem,0,1,0,0,0,0,0,1,1,1,1,1
Adunakhor,M,1540.0,Adunakhora,Adunakhorovi,Adunakhora,Adunakhore,Adunakhorovi,Adunakhorem,0,1,0,0,0,0,0,1,1,1,1,1
AdŁnakhor,M,1540.0,AdŁnakhora,AdŁnakhorovi,AdŁnakhora,AdŁnakhore,AdŁnakhorovi,AdŁnakhorem,0,1,0,0,0,0,0,1,1,1,1,1
Adurant,M,,Aduranta,Adurantovi,Aduranta,Adurante,Adurantovi,Adurantem,1,0,1,1,1,1,0,1,1,1,1,1
Adus,M,,Aduse,Adusovi,Aduse,Adusi,Adusovi,Adusem,1,1,0,1,1,1,0,1,1,1,1,1
Aegeus,M,,Aegea,Aegeovi,Aegea,Aegee,Aegeovi,Aegeem,0,1,0,0,0,0,0,1,1,1,1,1
Aegir,M,,Aegira,Aegirovi,Aegira,Aegire,Aegirovi,Aegirem,0,1,1,0,0,1,0,1,1,1,1,1
Aeglos,M,,Aeglose,Aeglosovi,Aeglose,Aeglosi,Aeglosovi,Aeglosem,1,1,0,0,0,1,0,1,1,1,1,1
Aegnar,F,3195.0,Aegnar,Aegnar,Aegnar,Aegnar,Aegnar,Aegnar,1,1,1,0,0,1,0,1,1,1,1,1
Aegnar,M,3194.0,Aegnara,Aegnarovi,Aegnara,Aegnare,Aegnarovi,Aegnarem,1,1,1,0,0,1,0,1,1,1,1,1
Aegnara,F,3195.0,Aegnary,Aegnare,Aegnaru,Aegnaro,Aegnare,Aegnarou,1,1,1,0,0,1,0,1,1,1,1,1
Aegnor,F,3195.0,Aegnor,Aegnor,Aegnor,Aegnor,Aegnor,Aegnor,1,1,1,0,0,1,0,1,1,1,1,1
Aegnor,M,3194.0,Aegnora,Aegnorovi,Aegnora,Aegnore,Aegnorovi,Aegnorem,1,1,1,0,0,1,0,1,1,1,1,1
Aegnora,F,3195.0,Aegnory,Aegnore,Aegnoru,Aegnoro,Aegnore,Aegnorou,1,1,1,0,0,1,0,1,1,1,1,1
Ael,F,1541.0,Ael,Ael,Ael,Ael,Ael,Ael,1,1,0,0,0,1,0,1,1,1,1,1
Ael,M,3196.0,Aela,Aelovi,Aela,Aele,Aelovi,Aelem,1,1,0,0,0,1,0,1,1,1,1,1
Aela,F,1541.0,Aely,Aele,Aelu,Aelo,Aele,Aelou,1,1,0,1,1,1,0,1,1,1,1,1
Aelevernan,M,,Aelevernana,Aelevernanovi,Aelevernana,Aelevernane,Aelevernanovi,Aelevernanem,1,1,0,0,0,1,0,1,1,1,1,1
Aelia,F,1541.0,Aelie,Aelie,Aeliu,Aelio,Aelie,Aeliou,1,1,0,0,0,0,0,1,1,1,1,1
Aelie,F,1541.0,Aelie,Aelii,Aelii,Aelie,Aelii,AeliĄ,1,1,0,0,0,0,0,1,1,1,1,1
Aelin,F,,Aelin,Aelin,Aelin,Aelin,Aelin,Aelin,1,1,0,0,0,1,0,1,1,1,1,1
Aelo,M,3196.0,Aela,Aelovi,Aela,Aelo,Aelovi,Aelem,1,1,0,0,0,1,0,1,1,1,1,1
Aelont,M,3198.0,Aelonta,Aelontovi,Aelonta,Aelonte,Aelontovi,Aelontem,1,1,0,0,0,0,0,1,1,1,1,1
Aelonte,M,3198.0,Aelonteho,Aelontemu,Aelonteho,Aelonte,Aelontem,Aelontem,1,1,0,0,0,0,0,1,1,1,1,1
Aelont,M,3198.0,Aelontho,Aelontmu,Aelontho,Aelont,Aelontm,Aelontm,0,1,0,0,0,0,0,1,1,1,1,1
Aeluin,F,3197.0,Aeluin,Aeluin,Aeluin,Aeluin,Aeluin,Aeluin,1,1,0,0,0,0,0,1,1,1,1,1
Aeluin,M,,Aeluina,Aeluinovi,Aeluina,Aeluine,Aeluinovi,Aeluinem,1,1,0,0,0,0,0,1,1,1,1,1
Aeluina,F,3197.0,Aeluiny,Aeluine,Aeluinu,Aeluino,Aeluine,Aeluinou,1,1,0,0,0,0,0,1,1,1,1,1
Aenra,F,,Aenry,Aenre,Aenru,Aenro,Aenre,Aenrou,1,0,0,1,1,1,0,1,1,1,1,1
Aerandil,F,3200.0,Aerandil,Aerandil,Aerandil,Aerandil,Aerandil,Aerandil,0,1,0,0,0,0,0,1,1,1,1,1
Aerandil,M,3199.0,Aerandila,Aerandilovi,Aerandila,Aerandile,Aerandilovi,Aerandilem,0,1,0,0,0,0,0,1,1,1,1,1
Aerandir,F,3200.0,Aerandir,Aerandir,Aerandir,Aerandir,Aerandir,Aerandir,0,1,0,0,0,0,0,1,1,1,1,1
Aerandir,M,3199.0,Aerandira,Aerandirovi,Aerandira,Aerandire,Aerandirovi,Aerandirem,0,1,0,0,0,0,0,1,1,1,1,1
Aeria,F,1542.0,Aerie,Aerie,Aeriu,Aerio,Aerie,Aeriou,1,1,0,0,0,0,0,1,1,1,1,1
Aerie,F,1542.0,Aerie,Aerii,Aerii,Aerie,Aerii,AeriĄ,1,1,0,0,0,1,0,1,1,1,1,1
Aeropa,F,1543.0,Aeropy,Aerope,Aeropu,Aeropo,Aerope,Aeropou,1,1,0,0,0,0,0,1,1,1,1,1
Aerop,F,1543.0,Aerop,Aerop,Aerop,Aerop,Aerop,Aerop,1,1,0,0,0,0,0,1,1,1,1,1
Aeroppa,F,1543.0,Aeroppy,Aeroppe,Aeroppu,Aeroppo,Aeroppe,Aeroppou,1,1,0,0,0,0,0,1,1,1,1,1
Aeropp,F,1543.0,Aeropp,Aeropp,Aeropp,Aeropp,Aeropp,Aeropp,1,1,0,0,0,0,0,1,1,1,1,1
Aesgart,M,1544.0,Aesgarta,Aesgartovi,Aesgarta,Aesgarte,Aesgartovi,Aesgartem,1,1,0,0,0,1,0,1,1,1,1,1
Aesgarth,M,1544.0,Aesgartha,Aesgarthovi,Aesgartha,Aesgarthe,Aesgarthovi,Aesgarthem,0,1,0,0,0,0,0,1,1,1,1,1
Afrael,F,3201.0,Afrael,Afrael,Afrael,Afrael,Afrael,Afrael,1,1,0,0,0,1,0,1,1,1,1,1
Afrael,M,3202.0,Afraela,Afraelovi,Afraela,Afraele,Afraelovi,Afraelem,1,1,0,0,0,1,0,1,1,1,1,1
Afraela,F,3201.0,Afraely,Afraele,Afraelu,Afraelo,Afraele,Afraelou,1,1,0,0,0,1,0,1,1,1,1,1
Afrap,M,,Afrapa,Afrapovi,Afrapa,Afrape,Afrapovi,Afrapem,1,0,1,0,0,1,1,1,1,1,1,1
Afrodita,F,1545.0,Afrodity,Afrodite,Afroditu,Afrodito,Afrodite,Afroditou,1,1,0,1,1,1,0,1,1,1,1,1
AfrodĄta,F,1545.0,AfrodĄty,AfrodĄte,AfrodĄtu,AfrodĄto,AfrodĄte,AfrodĄtou,1,1,0,1,1,1,0,1,1,1,1,1
Afrodit,F,1545.0,Afrodit,Afrodit,Afrodit,Afrodit,Afrodit,Afrodit,1,1,0,0,0,1,0,1,1,1,1,1
Agamemnon,M,,Agamemnona,Agamemnonovi,Agamemnona,Agamemnone,Agamemnonovi,Agamemnonem,1,1,1,0,1,1,0,1,1,1,1,1
Agamen,M,,Agamena,Agamenovi,Agamena,Agamene,Agamenovi,Agamenem,0,0,0,0,1,0,0,1,1,1,1,1
Agapito,M,2898.0,Agapita,Agapitovi,Agapita,Agapito,Agapitovi,Agapitem,1,1,1,0,0,1,0,1,1,1,1,1
Agapitus,M,2898.0,Agapita,Agapitovi,Agapita,Agapite,Agapitovi,Agapitem,1,1,1,0,0,1,0,1,1,1,1,1
Agarash,M,1546.0,Agarashe,Agarashovi,Agarashe,Agarashi,Agarashovi,Agarashem,0,0,1,0,0,1,0,1,1,1,1,1
Agaras,M,1546.0,Agarase,Agarasovi,Agarase,Agarasi,Agarasovi,Agarasem,1,0,1,0,1,1,0,1,1,1,1,1
Agarwaen,F,1547.0,Agarwaen,Agarwaen,Agarwaen,Agarwaen,Agarwaen,Agarwaen,0,1,0,0,0,0,0,1,1,1,1,1
Agarwaen,M,1548.0,Agarwaena,Agarwaenovi,Agarwaena,Agarwaene,Agarwaenovi,Agarwaenem,0,1,0,0,0,0,0,1,1,1,1,1
Agarwoen,F,1547.0,Agarwoen,Agarwoen,Agarwoen,Agarwoen,Agarwoen,Agarwoen,0,1,0,0,0,0,0,1,1,1,1,1
Agarwoen,M,1548.0,Agarwoena,Agarwoenovi,Agarwoena,Agarwoene,Agarwoene,Agarwoenovi,0,1,0,0,0,0,0,1,1,1,1,1
Agata,F,1549.0,Agaty,Agate,Agatu,Agato,Agate,Agatou,1,0,0,1,1,1,0,1,1,1,1,1
Ag ta,F,1549.0,Ag ty,Ag te,Ag tu,Ag to,Ag te,Ag tou,1,0,0,1,1,1,1,1,1,1,1,1
Agatha,F,1549.0,Agathy,Agathe,Agathu,Agatho,Agathe,Agathou,1,0,0,0,0,1,0,1,1,1,1,1
Agbar,M,,Agbara,Agbarovi,Agbara,Agbare,Agbarovi,Agbarem,1,0,1,0,0,1,1,1,1,1,1,1
Agberon,M,2012.0,Agberona,Agberonovi,Agberona,Agberone,Agberonovi,Agberonem,1,1,1,0,0,1,0,1,1,1,1,1
Agber˘n,M,2012.0,Agber˘na,Agber˘novi,Agber˘na,Agber˘ne,Agber˘novi,Agber˘nem,1,1,1,0,0,1,0,1,1,1,1,1
Agel os,M,,Agel a,Agel ovi,Agel ose,Agel e,Agel ovi,Agel em,1,1,0,1,1,0,0,1,1,1,1,1
Agla,F,1550.0,Agly,Agle,Aglu,Aglo,Agle,Aglou,1,0,1,0,0,1,1,1,1,1,1,1
Aglaia,F,1550.0,Aglaie,Aglaie,Aglaiu,Aglaio,Aglaie,Aglaiou,1,1,1,0,1,1,0,1,1,1,1,1
Aglarond,M,,Aglaronda,Aglarondovi,Aglaronda,Aglaronde,Aglarondovi,Aglarondem,0,0,1,0,0,0,0,1,1,1,1,1
Aglon,M,,Aglona,Aglonovi,Aglona,Aglone,Aglonovi,Aglonem,1,1,0,0,0,0,0,1,1,1,1,1
Agloval,M,,Aglovala,Aglovalovi,Aglovala,Aglovale,Aglovalovi,Aglovalem,1,1,0,0,0,0,0,1,1,1,1,1
Agn,M,2782.0,Agna,Agnovi,Agna,Agne,Agnovi,Agnem,0,0,1,0,0,1,1,1,1,1,1,1
Agn,M,2782.0,Agna,Agnovi,Agna,Agne,Agnovi,Agnem,0,0,1,0,0,1,1,1,1,1,1,1
Agnasia,F,1552.0,Agnasie,Agnasie,Agnasiu,Agnasio,Agnasie,Agnasiou,1,1,0,0,0,0,0,1,1,1,1,1
Agnasie,F,1552.0,Agnasie,Agnasii,Agnasii,Agnasie,Agnasii,AgnasiĄ,1,1,1,1,1,1,0,1,1,1,1,1
Agn sie,F,1552.0,Agn sie,Agn sii,Agn sii,Agn sie,Agn sii,Agn siĄ,1,1,1,1,1,1,0,1,1,1,1,1
Agnelina,F,1551.0,Agneliny,Agneline,Agnelinu,Agnelino,Agneline,Agnelinou,1,0,1,0,0,1,0,1,1,1,1,1
AgnelĄna,F,1551.0,AgnelĄny,AgnelĄne,AgnelĄnu,AgnelĄno,AgnelĄne,AgnelĄnou,1,0,0,1,1,1,0,1,1,1,1,1
Agnes,F,2899.0,Agnes,Agnes,Agnes,Agnes,Agnes,Agnes,1,0,1,1,1,1,0,1,1,1,1,1
Agnes,F,2899.0,Agnes,Agnes,Agnes,Agnes,Agnes,Agnes,1,0,1,1,1,1,0,1,1,1,1,1
Agnese,F,2899.0,Agnese,Agnese,Agnese,Agnese,Agnese,Agnese,1,0,0,0,0,1,0,1,1,1,1,1
Agnesia,F,1553.0,Agnesie,Agnesie,Agnesiu,Agnesio,Agnesie,Agnesiou,1,1,0,0,0,0,0,1,1,1,1,1
Agnesie,F,1553.0,Agnesie,Agnesii,Agnesii,Agnesie,Agnesii,AgnesiĄ,1,1,1,1,1,1,0,1,1,1,1,1
Agnsie,F,1553.0,Agnsie,Agnsii,Agnsii,Agnsie,Agnsii,AgnsiĄ,1,1,1,1,1,1,0,1,1,1,1,1
Agneta,F,1614.0,Agnety,Agnete,Agnetu,Agneto,Agnete,Agnetou,1,0,1,0,0,1,0,1,1,1,1,1
Agnetha,F,1614.0,Agnethy,Agnethe,Agnethu,Agnetho,Agnethe,Agnethou,1,0,1,0,0,1,0,1,1,1,1,1
Agostina,F,2894.0,Agostiny,Agostine,Agostinu,Agostino,Agostine,Agostinou,1,0,1,0,0,1,0,1,1,1,1,1
Agostine,F,2894.0,Agostine,Agostine,Agostine,Agostine,Agostine,Agostine,1,0,1,0,0,1,0,1,1,1,1,1
Agostinna,F,2894.0,Agostinny,Agostinne,Agostinnu,Agostinno,Agostinne,Agostinnou,1,0,1,0,0,1,0,1,1,1,1,1
Agostinne,F,2894.0,Agostinne,Agostinne,Agostinne,Agostinne,Agostinne,Agostinne,1,0,1,0,0,1,0,1,1,1,1,1
Agostino,M,2895.0,Agostina,Agostinovi,Agostina,Agostino,Agostinovi,Agostinem,1,0,1,0,0,1,0,1,1,1,1,1
Agostyn,M,2895.0,Agostyna,Agostynovi,Agostyna,Agostyne,Agostynovi,Agostynem,1,0,1,1,1,1,1,1,1,1,1,1
Agostyna,F,2894.0,Agostyny,Agostyne,Agostynu,Agostyno,Agostyne,Agostynou,1,0,1,1,1,1,1,1,1,1,1,1
Agostynka,F,2894.0,Agostynky,Agostynce,Agostynku,Agostynko,Agostynce,Agostynkou,1,0,0,1,1,1,0,1,1,1,1,1
Agot,M,1554.0,Agota,Agotovi,Agota,Agote,Agotovi,Agotem,1,1,1,0,1,1,0,1,1,1,1,1
Agoth,M,1554.0,Agotha,Agothovi,Agotha,Agothe,Agothovi,Agothem,1,1,1,0,1,1,0,1,1,1,1,1
Agravain,F,,Agravain,Agravain,Agravain,Agravain,Agravain,Agravain,0,1,1,0,0,0,0,1,1,1,1,1
Agravain,M,3011.0,Agravaina,Agravainovi,Agravaina,Agravaine,Agravainovi,Agravainem,1,1,1,0,0,1,0,1,1,1,1,1
Agravian,M,3011.0,Agraviana,Agravianovi,Agraviana,Agraviane,Agravianovi,Agravianem,1,1,1,0,0,1,0,1,1,1,1,1
AgravĄan,M,3011.0,AgravĄana,AgravĄanovi,AgravĄana,AgravĄane,AgravĄanovi,AgravĄanem,1,1,1,0,0,1,0,1,1,1,1,1
Agricola,F,2896.0,Agricoly,Agricole,Agricolu,Agricolo,Agricole,Agricolou,1,1,1,0,0,1,0,1,1,1,1,1
Agricole,F,2896.0,Agricole,Agricole,Agricole,Agricole,Agricole,Agricole,1,1,1,0,0,1,0,1,1,1,1,1
Agrim,M,,Agrima,Agrimovi,Agrima,Agrime,Agrimovi,Agrimem,1,0,1,0,0,1,0,1,1,1,1,1
Agripina,F,1869.0,Agripiny,Agripine,Agripinu,Agripino,Agripine,Agripinou,1,0,1,0,0,1,0,1,1,1,1,1
AgripĄna,F,1869.0,AgripĄny,AgripĄne,AgripĄnu,AgripĄno,AgripĄne,AgripĄnou,1,0,1,0,0,1,0,1,1,1,1,1
Agrolas,M,,Agrolase,Agrolasovi,Agrolase,Agrolasi,Agrolasovi,Agrolasem,1,1,0,0,0,1,0,1,1,1,1,1
Agron,M,,Agrona,Agronovi,Agrona,Agrone,Agronovi,Agronem,1,1,1,0,1,1,0,1,1,1,1,1
Agrona,F,2019.0,Agrony,Agrone,Agronu,Agrono,Agrone,Agronou,1,1,1,0,1,1,0,1,1,1,1,1
Agronia,F,2019.0,Agronie,Agronie,Agroniu,Agronio,Agronie,Agroniou,1,1,1,0,1,1,0,1,1,1,1,1
Agronie,F,2019.0,Agronie,Agronii,Agronii,Agronie,Agronii,AgroniĄ,1,1,1,0,1,1,0,1,1,1,1,1
Agr˘nie,F,2019.0,Agr˘nie,Agr˘nii,Agr˘nii,Agr˘nie,Agr˘nii,Agr˘niĄ,1,1,1,0,1,1,0,1,1,1,1,1
Agupi,M,,Agupiho,Agupimu,Agupiho,Agupi,Agupim,Agupim,1,1,0,1,1,1,0,1,1,1,1,1
Aguti,M,,Agutiho,Agutimu,Agutiho,Aguti,Agutim,Agutim,0,0,0,0,1,0,0,1,1,1,1,1
Ah,M,920.0,Aha,Ahovi,Aha,Ahu,Ahovi,Ahem,0,0,0,0,0,0,1,1,1,1,1,1
Ahab,M,3561.0,Ahaba,Ahabovi,Ahaba,Ahabe,Ahabovi,Ahabem,1,0,1,1,1,1,1,1,1,1,1,1
Ahasver,M,,Ahasvera,Ahasverovi,Ahasvera,Ahasvere,Ahasverovi,Ahasverem,1,1,0,0,0,1,0,1,1,1,1,1
Ahern,M,,Aherna,Ahernovi,Aherna,Aherne,Ahernovi,Ahernem,1,0,1,0,1,1,0,1,1,1,1,1
Aherna,F,1555.0,Aherny,Aherne,Ahernu,Aherno,Aherne,Ahernou,1,0,1,0,1,1,0,1,1,1,1,1
Ahernia,F,1555.0,Ahernie,Ahernie,Aherniu,Ahernio,Ahernie,Aherniou,1,1,1,0,0,1,0,1,1,1,1,1
Ahernie,F,1555.0,Ahernie,Ahernii,Ahernii,Ahernie,Ahernii,AherniĄ,1,1,1,1,1,1,0,1,1,1,1,1
Ahmad,M,2017.0,Ahmada,Ahmadovi,Ahmada,Ahmade,Ahmadovi,Ahmadem,1,0,1,1,1,1,0,1,1,1,1,1
Ahmed,M,2017.0,Ahmeda,Ahmedovi,Ahmeda,Ahmede,Ahmedovi,Ahmedem,1,0,1,1,1,1,0,1,1,1,1,1
Ahn,M,,Ahna,Ahnovi,Ahna,Ahne,Ahnovi,Ahnem,1,0,1,0,0,1,1,1,1,1,1,1
Ahna,F,,Ahny,Ahne,Ahnu,Ahno,Ahne,Ahnou,1,0,1,0,0,1,1,1,1,1,1,1
Ahoj,M,,Ahoje,Ahojovi,Ahoje,Ahoji,Ahojovi,Ahojem,0,0,0,0,0,0,1,1,1,1,1,1
Ahran,F,2578.0,Ahran,Ahran,Ahran,Ahran,Ahran,Ahran,1,0,1,0,0,1,0,1,1,1,1,1
Ahran,M,2577.0,Ahrana,Ahranovi,Ahrana,Ahrane,Ahranovi,Ahranem,1,0,1,0,0,1,0,1,1,1,1,1
Ahrana,F,2578.0,Ahrany,Ahrane,Ahranu,Ahrano,Ahrane,Ahranou,1,0,1,0,0,1,0,1,1,1,1,1
Ahrania,F,2578.0,Ahranie,Ahranie,Ahraniu,Ahranio,Ahranie,Ahraniou,1,0,1,0,0,1,0,1,1,1,1,1
Ahranie,F,2578.0,Ahranie,Ahranii,Ahranii,Ahranie,Ahranii,AhraniĄ,1,0,1,0,0,1,0,1,1,1,1,1
Ahr nie,F,2578.0,Ahr nie,Ahr nii,Ahr nii,Ahr nie,Ahr nii,Ahr niĄ,1,0,1,0,0,1,0,1,1,1,1,1
Ahranna,F,2578.0,Ahranny,Ahranne,Ahrannu,Ahranno,Ahranne,Ahrannou,1,0,1,0,0,1,0,1,1,1,1,1
Ahranne,F,2578.0,Ahranne,Ahranne,Ahranne,Ahranne,Ahranne,Ahranne,1,0,1,0,0,1,0,1,1,1,1,1
Ahren,F,2578.0,Ahren,Ahren,Ahren,Ahren,Ahren,Ahren,1,0,1,0,0,1,0,1,1,1,1,1
Ahren,M,2577.0,Ahrena,Ahrenovi,Ahrena,Ahrene,Ahrenovi,Ahrenem,1,0,1,0,0,1,0,1,1,1,1,1
Ahrena,F,2578.0,Ahreny,Ahrene,Ahrenu,Ahreno,Ahrene,Ahrenou,1,0,1,0,0,1,0,1,1,1,1,1
Ahrenia,F,2578.0,Ahrenie,Ahrenie,Ahreniu,Ahrenio,Ahrenie,Ahreniou,1,0,1,0,0,1,0,1,1,1,1,1
Ahrenie,F,2578.0,Ahrenie,Ahrenii,Ahrenii,Ahrenie,Ahrenii,AhreniĄ,1,0,1,0,0,1,0,1,1,1,1,1
Ahrnie,F,2578.0,Ahrnie,Ahrnii,Ahrnii,Ahrnie,Ahrnii,AhrniĄ,1,0,1,0,0,1,0,1,1,1,1,1
Ahrenna,F,2578.0,Ahrenny,Ahrenne,Ahrennu,Ahrenno,Ahrenne,Ahrennou,1,0,1,0,0,1,0,1,1,1,1,1
Ahrenne,F,2578.0,Ahrenne,Ahrenne,Ahrenne,Ahrenne,Ahrenne,Ahrenne,1,0,1,0,0,1,0,1,1,1,1,1
Ahsaver,M,,Ahsavera,Ahsaverovi,Ahsavera,Ahsavere,Ahsaverovi,Ahsaverem,1,1,0,0,0,1,0,1,1,1,1,1
Ahura Mazda,F,,Ahury Mazdy,Ahure Mazde,Ahuru Mazdu,Ahuro Mazdo,Ahure Mazde,Ahurou Mazdou,0,1,0,0,0,0,0,1,1,1,1,1
Aia,F,,Aie,Aie,Aiu,Aio,Aie,Aiou,1,1,0,0,0,0,0,1,1,1,1,1
Aiakos,M,,Aiaka,Aiakovi,Aiaka,Aiaku,Aiakovi,Aiakem,0,1,0,0,0,0,0,1,1,1,1,1
Aial,M,,Aiala,Aialovi,Aiala,Aiale,Aialovi,Aialem,1,1,0,0,0,1,0,1,1,1,1,1
Aiala,F,,Aialy,Aiale,Aialu,Aialo,Aiale,Aialou,1,1,0,0,0,1,0,1,1,1,1,1
Aida,F,,Aidy,Aide,Aidu,Aido,Aide,Aidou,1,1,0,0,0,0,0,1,1,1,1,1
Aidan,F,1434.0,Aidan,Aidan,Aidan,Aidan,Aidan,Aidan,1,1,0,0,0,1,0,1,1,1,1,1
Aidan,M,3514.0,Aidana,Aidanovi,Aidana,Aidane,Aidanovi,Aidanem,1,1,0,0,0,1,0,1,1,1,1,1
Aidana,F,1434.0,Aidany,Aidane,Aidanu,Aidano,Aidane,Aidanou,1,1,0,0,0,1,0,1,1,1,1,1
Aiden,F,1434.0,Aiden,Aiden,Aiden,Aiden,Aiden,Aiden,1,1,0,0,0,1,0,1,1,1,1,1
Aiden,M,3514.0,Aidena,Aidenovi,Aidena,Aidene,Aidenovi,Aidenem,1,1,0,0,0,1,0,1,1,1,1,1
Aidena,F,1434.0,Aideny,Aidene,Aidenu,Aideno,Aidene,Aidenou,1,1,0,0,0,1,0,1,1,1,1,1
Aier,F,,Aier,Aier,Aier,Aier,Aier,Aier,1,1,0,0,0,1,0,1,1,1,1,1
Aika,F,3843.0,Aiky,Aice,Aiku,Aiko,Aice,Aikou,1,1,0,1,1,1,0,1,1,1,1,1
Aiko,F,3843.0,Aiko,Aiko,Aiko,Aiko,Aiko,Aiko,1,1,0,1,1,1,0,1,1,1,1,1
Aila,F,1556.0,Aily,Aile,Ailu,Ailo,Aile,Ailou,1,1,0,0,0,1,0,1,1,1,1,1
Ailearth,F,,Ailearth,Ailearth,Ailearth,Ailearth,Ailearth,Ailearth,1,1,0,0,0,1,0,1,1,1,1,1
Aileen,F,3519.0,Aileen,Aileen,Aileen,Aileen,Aileen,Aileen,1,1,0,0,0,1,0,1,1,1,1,1
Aileena,F,3519.0,Aileeny,Aileene,Aileenu,Aileeno,Aileene,Aileenou,1,1,0,0,0,1,0,1,1,1,1,1
Ailel,F,1454.0,Ailel,Ailel,Ailel,Ailel,Ailel,Ailel,1,1,0,0,0,0,0,1,1,1,1,1
Ailela,F,1454.0,Ailely,Ailele,Ailelu,Ailelo,Ailele,Ailelou,1,1,0,1,0,1,0,1,1,1,1,1
Ailend,F,,Ailend,Ailend,Ailend,Ailend,Ailend,Ailend,1,0,0,0,0,1,0,1,1,1,1,1
Ailend,M,,Ailenda,Ailendovi,Ailenda,Ailende,Ailendovi,Ailendem,1,1,0,0,1,1,0,1,1,1,1,1
Ailendil,F,,Ailendil,Ailendil,Ailendil,Ailendil,Ailendil,Ailendil,1,1,0,0,0,1,0,1,1,1,1,1
Ailendil,M,,Ailendila,Ailendilovi,Ailendila,Ailendile,Ailendilovi,Ailendilem,1,1,0,0,0,1,0,1,1,1,1,1
Ailers,M,1435.0,Ailerse,Ailersovi,Ailerse,Ailersi,Ailersovi,Ailersem,0,0,0,0,0,1,0,1,1,1,1,1
Ailia,F,1556.0,Ailie,Ailie,Ailiu,Ailio,Ailie,Ailiou,1,1,0,0,0,0,0,1,1,1,1,1
Ailien,F,,Ailien,Ailien,Ailien,Ailien,Ailien,Ailien,1,0,0,0,1,0,0,1,1,1,1,1
Aillers,M,1435.0,Aillerse,Aillersovi,Aillerse,Aillersi,Aillersovi,Aillersem,0,0,0,0,0,1,0,1,1,1,1,1
